journal	category
CHINESE PHYSICS C	PHYSICS, PARTICLES & FIELDS
CLASSICAL AND QUANTUM GRAVITY	PHYSICS, PARTICLES & FIELDS
EUROPEAN PHYSICAL JOURNAL A	PHYSICS, PARTICLES & FIELDS
EUROPEAN PHYSICAL JOURNAL C	PHYSICS, PARTICLES & FIELDS
GENERAL RELATIVITY AND GRAVITATION	PHYSICS, PARTICLES & FIELDS
INTERNATIONAL JOURNAL OF MODERN PHYSICS A	PHYSICS, PARTICLES & FIELDS
INTERNATIONAL JOURNAL OF MODERN PHYSICS E-NUCLEAR PHYSICS	PHYSICS, PARTICLES & FIELDS
INTERNATIONAL JOURNAL OF QUANTUM INFORMATION	PHYSICS, PARTICLES & FIELDS
JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS	PHYSICS, PARTICLES & FIELDS
JOURNAL OF HIGH ENERGY PHYSICS	PHYSICS, PARTICLES & FIELDS
JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS	PHYSICS, PARTICLES & FIELDS
LIVING REVIEWS IN RELATIVITY	PHYSICS, PARTICLES & FIELDS
MODERN PHYSICS LETTERS A	PHYSICS, PARTICLES & FIELDS
NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SP ECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT	PHYSICS, PARTICLES & FIELDS
NUCLEAR PHYSICS B	PHYSICS, PARTICLES & FIELDS
PHYSICAL REVIEW ACCELERATORS AND BEAMS	PHYSICS, PARTICLES & FIELDS
PHYSICAL REVIEW D	PHYSICS, PARTICLES & FIELDS
PHYSICS LETTERS B	PHYSICS, PARTICLES & FIELDS
PHYSICS OF ATOMIC NUCLEI	PHYSICS, PARTICLES & FIELDS
PHYSICS OF PARTICLES AND NUCLEI	PHYSICS, PARTICLES & FIELDS
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS	PHYSICS, PARTICLES & FIELDS
PROGRESS OF THEORETICAL AND EXPERIMENTAL PHYSICS	PHYSICS, PARTICLES & FIELDS
QUANTUM INFORMATION & COMPUTATION	PHYSICS, PARTICLES & FIELDS
ACTA PHYSIOLOGICA	PHYSIOLOGY
ADVANCES IN PHYSIOLOGY EDUCATION	PHYSIOLOGY
AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY	PHYSIOLOGY
AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM	PHYSIOLOGY
AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY	PHYSIOLOGY
AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY	PHYSIOLOGY
AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY	PHYSIOLOGY
AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSI OLOGY	PHYSIOLOGY
AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY	PHYSIOLOGY
ANNUAL REVIEW OF PHYSIOLOGY	PHYSIOLOGY
APPLIED PHYSIOLOGY NUTRITION AND METABOLISM	PHYSIOLOGY
ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY	PHYSIOLOGY
ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY	PHYSIOLOGY
BIOLOGICAL RHYTHM RESEARCH	PHYSIOLOGY
CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY	PHYSIOLOGY
CELLULAR PHYSIOLOGY AND BIOCHEMISTRY	PHYSIOLOGY
CHEMICAL SENSES	PHYSIOLOGY
CHINESE JOURNAL OF PHYSIOLOGY	PHYSIOLOGY
CHRONOBIOLOGY INTERNATIONAL	PHYSIOLOGY
CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY	PHYSIOLOGY
CLINICAL JOURNAL OF SPORT MEDICINE	PHYSIOLOGY
CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING	PHYSIOLOGY
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOG Y	PHYSIOLOGY
COMPREHENSIVE PHYSIOLOGY	PHYSIOLOGY
CONSERVATION PHYSIOLOGY	PHYSIOLOGY
CRYOBIOLOGY	PHYSIOLOGY
CRYOLETTERS	PHYSIOLOGY
EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY	PHYSIOLOGY
EXERCISE AND SPORT SCIENCES REVIEWS	PHYSIOLOGY
EXPERIMENTAL PHYSIOLOGY	PHYSIOLOGY
FISH PHYSIOLOGY AND BIOCHEMISTRY	PHYSIOLOGY
FRONTIERS IN PHYSIOLOGY	PHYSIOLOGY
GENERAL PHYSIOLOGY AND BIOPHYSICS	PHYSIOLOGY
HYPERTENSION IN PREGNANCY	PHYSIOLOGY
INTERNATIONAL JOURNAL OF BEHAVIORAL NUTRITION AND PHYSICAL ACTIVITY	PHYSIOLOGY
INTERNATIONAL JOURNAL OF BIOMETEOROLOGY	PHYSIOLOGY
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY	PHYSIOLOGY
INTERNATIONAL JOURNAL OF SPORTS PHYSIOLOGY AND PERFORMANCE	PHYSIOLOGY
JOURNAL OF APPLIED PHYSIOLOGY	PHYSIOLOGY
JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS	PHYSIOLOGY
JOURNAL OF BIOLOGICAL RHYTHMS	PHYSIOLOGY
JOURNAL OF CELLULAR PHYSIOLOGY	PHYSIOLOGY
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVI ORAL PHYSIOLOGY	PHYSIOLOGY
JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMIC AND ENVIRONMENTAL PHYSIOLOGY	PHYSIOLOGY
JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY	PHYSIOLOGY
JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY	PHYSIOLOGY
JOURNAL OF GENERAL PHYSIOLOGY	PHYSIOLOGY
JOURNAL OF INSECT PHYSIOLOGY	PHYSIOLOGY
JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA	PHYSIOLOGY
JOURNAL OF MEMBRANE BIOLOGY	PHYSIOLOGY
JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS	PHYSIOLOGY
JOURNAL OF NEUROPHYSIOLOGY	PHYSIOLOGY
JOURNAL OF PHYSIOLOGICAL ANTHROPOLOGY	PHYSIOLOGY
JOURNAL OF PHYSIOLOGICAL SCIENCES	PHYSIOLOGY
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY	PHYSIOLOGY
JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY	PHYSIOLOGY
JOURNAL OF PHYSIOLOGY-LONDON	PHYSIOLOGY
JOURNAL OF PINEAL RESEARCH	PHYSIOLOGY
JOURNAL OF VASCULAR RESEARCH	PHYSIOLOGY
KIDNEY & BLOOD PRESSURE RESEARCH	PHYSIOLOGY
KLINISCHE NEUROPHYSIOLOGIE	PHYSIOLOGY
KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY	PHYSIOLOGY
LYMPHATIC RESEARCH AND BIOLOGY	PHYSIOLOGY
LYMPHOLOGY	PHYSIOLOGY
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY	PHYSIOLOGY
NEUROPHYSIOLOGY	PHYSIOLOGY
PEDIATRIC EXERCISE SCIENCE	PHYSIOLOGY
PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY	PHYSIOLOGY
PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY	PHYSIOLOGY
PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY	PHYSIOLOGY
PHYSIOLOGICAL GENOMICS	PHYSIOLOGY
PHYSIOLOGICAL MEASUREMENT	PHYSIOLOGY
PHYSIOLOGICAL RESEARCH	PHYSIOLOGY
PHYSIOLOGICAL REVIEWS	PHYSIOLOGY
PHYSIOLOGY	PHYSIOLOGY
PHYSIOLOGY INTERNATIONAL	PHYSIOLOGY
PSYCHOPHYSIOLOGY	PHYSIOLOGY
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY	PHYSIOLOGY
RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY	PHYSIOLOGY
REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY	PHYSIOLOGY
REVISTA BRASILEIRA DE MEDICINA DO ESPORTE	PHYSIOLOGY
ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA	PHYSIOLOGY
ACTA AMAZONICA	PLANT SCIENCES
ACTA BIOLOGICA COLOMBIANA	PLANT SCIENCES
ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA	PLANT SCIENCES
ACTA BOTANICA BRASILICA	PLANT SCIENCES
ACTA BOTANICA CROATICA	PLANT SCIENCES
ACTA BOTANICA MEXICANA	PLANT SCIENCES
ACTA PHYSIOLOGIAE PLANTARUM	PLANT SCIENCES
ACTA PHYTOTAXONOMICA ET GEOBOTANICA	PLANT SCIENCES
ACTA SOCIETATIS BOTANICORUM POLONIAE	PLANT SCIENCES
ADANSONIA	PLANT SCIENCES
ADVANCES IN BOTANICAL RESEARCH	PLANT SCIENCES
AGRONOMY-BASEL	PLANT SCIENCES
ALGAE	PLANT SCIENCES
ALPINE BOTANY	PLANT SCIENCES
AMERICAN FERN JOURNAL	PLANT SCIENCES
AMERICAN JOURNAL OF BOTANY	PLANT SCIENCES
ANALES DEL JARDIN BOTANICO DE MADRID	PLANT SCIENCES
ANNALES BOTANICI FENNICI	PLANT SCIENCES
ANNALI DI BOTANICA	PLANT SCIENCES
ANNALS OF BOTANY	PLANT SCIENCES
ANNALS OF THE MISSOURI BOTANICAL GARDEN	PLANT SCIENCES
ANNUAL REVIEW OF PHYTOPATHOLOGY	PLANT SCIENCES
ANNUAL REVIEW OF PLANT BIOLOGY	PLANT SCIENCES
AOB PLANTS	PLANT SCIENCES
APPLICATIONS IN PLANT SCIENCES	PLANT SCIENCES
APPLIED VEGETATION SCIENCE	PLANT SCIENCES
AQUATIC BOTANY	PLANT SCIENCES
AUSTRALASIAN PLANT PATHOLOGY	PLANT SCIENCES
AUSTRALIAN JOURNAL OF BOTANY	PLANT SCIENCES
AUSTRALIAN SYSTEMATIC BOTANY	PLANT SCIENCES
BANGLADESH JOURNAL OF BOTANY	PLANT SCIENCES
BANGLADESH JOURNAL OF PLANT TAXONOMY	PLANT SCIENCES
BIOLOGIA PLANTARUM	PLANT SCIENCES
BLUMEA	PLANT SCIENCES
BMC PLANT BIOLOGY	PLANT SCIENCES
BOLETIN DE LA SOCIEDAD ARGENTINA DE BOTANICA	PLANT SCIENCES
BOTANICA MARINA	PLANT SCIENCES
BOTANICA SERBICA	PLANT SCIENCES
BOTANICAL JOURNAL OF THE LINNEAN SOCIETY	PLANT SCIENCES
BOTANICAL REVIEW	PLANT SCIENCES
BOTANICAL SCIENCES	PLANT SCIENCES
BOTANICAL STUDIES	PLANT SCIENCES
BOTANY	PLANT SCIENCES
BOTANY LETTERS	PLANT SCIENCES
BOTHALIA	PLANT SCIENCES
BRADLEYA	PLANT SCIENCES
BRAZILIAN JOURNAL OF BOTANY	PLANT SCIENCES
BREEDING SCIENCE	PLANT SCIENCES
BRITTONIA	PLANT SCIENCES
BRYOLOGIST	PLANT SCIENCES
CALDASIA	PLANT SCIENCES
CANADIAN JOURNAL OF PLANT PATHOLOGY	PLANT SCIENCES
CANADIAN JOURNAL OF PLANT SCIENCE	PLANT SCIENCES
CANDOLLEA	PLANT SCIENCES
CARYOLOGIA	PLANT SCIENCES
CASTANEA	PLANT SCIENCES
COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS	PLANT SCIENCES
CRITICAL REVIEWS IN PLANT SCIENCES	PLANT SCIENCES
CROP JOURNAL	PLANT SCIENCES
CRYPTOGAMIE ALGOLOGIE	PLANT SCIENCES
CRYPTOGAMIE BRYOLOGIE	PLANT SCIENCES
CURRENT OPINION IN PLANT BIOLOGY	PLANT SCIENCES
CZECH JOURNAL OF GENETICS AND PLANT BREEDING	PLANT SCIENCES
ECONOMIC BOTANY	PLANT SCIENCES
ENVIRONMENTAL AND EXPERIMENTAL BOTANY	PLANT SCIENCES
EUPHYTICA	PLANT SCIENCES
EUROPEAN JOURNAL OF PHYCOLOGY	PLANT SCIENCES
EUROPEAN JOURNAL OF PLANT PATHOLOGY	PLANT SCIENCES
FLORA	PLANT SCIENCES
FOLIA GEOBOTANICA	PLANT SCIENCES
FOTTEA	PLANT SCIENCES
FRONTIERS IN PLANT SCIENCE	PLANT SCIENCES
FUNCTIONAL PLANT BIOLOGY	PLANT SCIENCES
GAYANA BOTANICA	PLANT SCIENCES
GENETIC RESOURCES AND CROP EVOLUTION	PLANT SCIENCES
GM CROPS & FOOD-BIOTECHNOLOGY IN AGRICULTURE AND THE FOOD CHAIN	PLANT SCIENCES
GORTERIA	PLANT SCIENCES
GRANA	PLANT SCIENCES
HASELTONIA	PLANT SCIENCES
HERZOGIA	PLANT SCIENCES
HORTICULTURE RESEARCH	PLANT SCIENCES
IHERINGIA SERIE BOTANICA	PLANT SCIENCES
IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT	PLANT SCIENCES
INDIAN JOURNAL OF GENETICS AND PLANT BREEDING	PLANT SCIENCES
INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE	PLANT SCIENCES
INTERNATIONAL JOURNAL OF PLANT SCIENCES	PLANT SCIENCES
INVASIVE PLANT SCIENCE AND MANAGEMENT	PLANT SCIENCES
ISRAEL JOURNAL OF PLANT SCIENCES	PLANT SCIENCES
JOURNAL OF APPLIED BOTANY AND FOOD QUALITY	PLANT SCIENCES
JOURNAL OF AQUATIC PLANT MANAGEMENT	PLANT SCIENCES
JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH	PLANT SCIENCES
JOURNAL OF BERRY RESEARCH	PLANT SCIENCES
JOURNAL OF BRYOLOGY	PLANT SCIENCES
JOURNAL OF ECOLOGY	PLANT SCIENCES
JOURNAL OF ESSENTIAL OIL BEARING PLANTS	PLANT SCIENCES
JOURNAL OF ETHNOPHARMACOLOGY	PLANT SCIENCES
JOURNAL OF EXPERIMENTAL BOTANY	PLANT SCIENCES
JOURNAL OF GENERAL PLANT PATHOLOGY	PLANT SCIENCES
JOURNAL OF INTEGRATIVE PLANT BIOLOGY	PLANT SCIENCES
JOURNAL OF NATURAL PRODUCTS	PLANT SCIENCES
JOURNAL OF PHYCOLOGY	PLANT SCIENCES
JOURNAL OF PHYTOPATHOLOGY	PLANT SCIENCES
JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY	PLANT SCIENCES
JOURNAL OF PLANT BIOLOGY	PLANT SCIENCES
JOURNAL OF PLANT DISEASES AND PROTECTION	PLANT SCIENCES
JOURNAL OF PLANT ECOLOGY	PLANT SCIENCES
JOURNAL OF PLANT GROWTH REGULATION	PLANT SCIENCES
JOURNAL OF PLANT INTERACTIONS	PLANT SCIENCES
JOURNAL OF PLANT NUTRITION	PLANT SCIENCES
JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE	PLANT SCIENCES
JOURNAL OF PLANT PATHOLOGY	PLANT SCIENCES
JOURNAL OF PLANT PHYSIOLOGY	PLANT SCIENCES
JOURNAL OF PLANT REGISTRATIONS	PLANT SCIENCES
JOURNAL OF PLANT RESEARCH	PLANT SCIENCES
JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION	PLANT SCIENCES
JOURNAL OF SYSTEMATICS AND EVOLUTION	PLANT SCIENCES
JOURNAL OF THE TORREY BOTANICAL SOCIETY	PLANT SCIENCES
JOURNAL OF VEGETATION SCIENCE	PLANT SCIENCES
KEW BULLETIN	PLANT SCIENCES
LAZAROA	PLANT SCIENCES
LICHENOLOGIST	PLANT SCIENCES
MAYDICA	PLANT SCIENCES
MOLECULAR BREEDING	PLANT SCIENCES
MOLECULAR PLANT	PLANT SCIENCES
MOLECULAR PLANT PATHOLOGY	PLANT SCIENCES
MOLECULAR PLANT-MICROBE INTERACTIONS	PLANT SCIENCES
NATURE PLANTS	PLANT SCIENCES
NEW PHYTOLOGIST	PLANT SCIENCES
NEW ZEALAND JOURNAL OF BOTANY	PLANT SCIENCES
NORDIC JOURNAL OF BOTANY	PLANT SCIENCES
NOTULAE BOTANICAE HORTI AGROBOTANICI CLUJ-NAPOCA	PLANT SCIENCES
NOVA HEDWIGIA	PLANT SCIENCES
NOVON	PLANT SCIENCES
PAKISTAN JOURNAL OF BOTANY	PLANT SCIENCES
PALYNOLOGY	PLANT SCIENCES
PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS	PLANT SCIENCES
PHARMACEUTICAL BIOLOGY	PLANT SCIENCES
PHOTOSYNTHESIS RESEARCH	PLANT SCIENCES
PHOTOSYNTHETICA	PLANT SCIENCES
PHYCOLOGIA	PLANT SCIENCES
PHYSIOLOGIA PLANTARUM	PLANT SCIENCES
PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY	PLANT SCIENCES
PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS	PLANT SCIENCES
PHYTOCHEMICAL ANALYSIS	PLANT SCIENCES
PHYTOCHEMISTRY	PLANT SCIENCES
PHYTOCHEMISTRY LETTERS	PLANT SCIENCES
PHYTOCHEMISTRY REVIEWS	PLANT SCIENCES
PHYTOCOENOLOGIA	PLANT SCIENCES
PHYTOKEYS	PLANT SCIENCES
PHYTOMEDICINE	PLANT SCIENCES
PHYTON-ANNALES REI BOTANICAE	PLANT SCIENCES
PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY	PLANT SCIENCES
PHYTOPARASITICA	PLANT SCIENCES
PHYTOPATHOLOGIA MEDITERRANEA	PLANT SCIENCES
PHYTOPATHOLOGY	PLANT SCIENCES
PHYTOPROTECTION	PLANT SCIENCES
PHYTOTAXA	PLANT SCIENCES
PLANT AND CELL PHYSIOLOGY	PLANT SCIENCES
PLANT AND SOIL	PLANT SCIENCES
PLANT BIOLOGY	PLANT SCIENCES
PLANT BIOSYSTEMS	PLANT SCIENCES
PLANT BIOTECHNOLOGY	PLANT SCIENCES
PLANT BIOTECHNOLOGY JOURNAL	PLANT SCIENCES
PLANT BIOTECHNOLOGY REPORTS	PLANT SCIENCES
PLANT BREEDING	PLANT SCIENCES
PLANT CELL	PLANT SCIENCES
PLANT CELL AND ENVIRONMENT	PLANT SCIENCES
PLANT CELL REPORTS	PLANT SCIENCES
PLANT CELL TISSUE AND ORGAN CULTURE	PLANT SCIENCES
PLANT DISEASE	PLANT SCIENCES
PLANT ECOLOGY	PLANT SCIENCES
PLANT ECOLOGY & DIVERSITY	PLANT SCIENCES
PLANT ECOLOGY AND EVOLUTION	PLANT SCIENCES
PLANT FOODS FOR HUMAN NUTRITION	PLANT SCIENCES
PLANT GENETIC RESOURCES-CHARACTERIZATION AND UTILIZATION	PLANT SCIENCES
PLANT GENOME	PLANT SCIENCES
PLANT GROWTH REGULATION	PLANT SCIENCES
PLANT JOURNAL	PLANT SCIENCES
PLANT METHODS	PLANT SCIENCES
PLANT MOLECULAR BIOLOGY	PLANT SCIENCES
PLANT MOLECULAR BIOLOGY REPORTER	PLANT SCIENCES
PLANT PATHOLOGY	PLANT SCIENCES
PLANT PATHOLOGY JOURNAL	PLANT SCIENCES
PLANT PHYSIOLOGY	PLANT SCIENCES
PLANT PHYSIOLOGY AND BIOCHEMISTRY	PLANT SCIENCES
PLANT PROTECTION SCIENCE	PLANT SCIENCES
PLANT REPRODUCTION	PLANT SCIENCES
PLANT SCIENCE	PLANT SCIENCES
PLANT SIGNALING & BEHAVIOR	PLANT SCIENCES
PLANT SPECIES BIOLOGY	PLANT SCIENCES
PLANT SYSTEMATICS AND EVOLUTION	PLANT SCIENCES
PLANTA	PLANT SCIENCES
PLANTA DANINHA	PLANT SCIENCES
PLANTA MEDICA	PLANT SCIENCES
PRESLIA	PLANT SCIENCES
PROTOPLASMA	PLANT SCIENCES
RECORDS OF NATURAL PRODUCTS	PLANT SCIENCES
REVIEW OF PALAEOBOTANY AND PALYNOLOGY	PLANT SCIENCES
RHODORA	PLANT SCIENCES
RICE SCIENCE	PLANT SCIENCES
RUSSIAN JOURNAL OF PLANT PHYSIOLOGY	PLANT SCIENCES
SEED SCIENCE AND TECHNOLOGY	PLANT SCIENCES
SEED SCIENCE RESEARCH	PLANT SCIENCES
SOIL SCIENCE AND PLANT NUTRITION	PLANT SCIENCES
SOUTH AFRICAN JOURNAL OF BOTANY	PLANT SCIENCES
SYSTEMATIC BOTANY	PLANT SCIENCES
TAXON	PLANT SCIENCES
TELOPEA	PLANT SCIENCES
THEORETICAL AND APPLIED GENETICS	PLANT SCIENCES
THEORETICAL AND EXPERIMENTAL PLANT PHYSIOLOGY	PLANT SCIENCES
TRENDS IN PLANT SCIENCE	PLANT SCIENCES
TROPICAL PLANT BIOLOGY	PLANT SCIENCES
TROPICAL PLANT PATHOLOGY	PLANT SCIENCES
TUEXENIA	PLANT SCIENCES
TURKISH JOURNAL OF BOTANY	PLANT SCIENCES
VEGETATION HISTORY AND ARCHAEOBOTANY	PLANT SCIENCES
WEED BIOLOGY AND MANAGEMENT	PLANT SCIENCES
WEED RESEARCH	PLANT SCIENCES
WEED SCIENCE	PLANT SCIENCES
WEED TECHNOLOGY	PLANT SCIENCES
WILLDENOWIA	PLANT SCIENCES
WULFENIA	PLANT SCIENCES
ZEITSCHRIFT FUR ARZNEI- & GEWURZPFLANZEN	PLANT SCIENCES
ACS MACRO LETTERS	POLYMER SCIENCE
ACTA POLYMERICA SINICA	POLYMER SCIENCE
ADVANCES IN POLYMER SCIENCE	POLYMER SCIENCE
ADVANCES IN POLYMER TECHNOLOGY	POLYMER SCIENCE
BIOMACROMOLECULES	POLYMER SCIENCE
CARBOHYDRATE POLYMERS	POLYMER SCIENCE
CELLULAR POLYMERS	POLYMER SCIENCE
CELLULOSE	POLYMER SCIENCE
CHINESE JOURNAL OF POLYMER SCIENCE	POLYMER SCIENCE
COLLOID AND POLYMER SCIENCE	POLYMER SCIENCE
DESIGNED MONOMERS AND POLYMERS	POLYMER SCIENCE
E-POLYMERS	POLYMER SCIENCE
EUROPEAN PHYSICAL JOURNAL E	POLYMER SCIENCE
EUROPEAN POLYMER JOURNAL	POLYMER SCIENCE
EXPRESS POLYMER LETTERS	POLYMER SCIENCE
FIBERS AND POLYMERS	POLYMER SCIENCE
GREEN MATERIALS	POLYMER SCIENCE
HIGH PERFORMANCE POLYMERS	POLYMER SCIENCE
INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES	POLYMER SCIENCE
INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION	POLYMER SCIENCE
INTERNATIONAL JOURNAL OF POLYMER SCIENCE	POLYMER SCIENCE
INTERNATIONAL JOURNAL OF POLYMERIC MATERIALS AND POLYMERIC BIOMATERIALS	POLYMER SCIENCE
INTERNATIONAL POLYMER PROCESSING	POLYMER SCIENCE
IRANIAN POLYMER JOURNAL	POLYMER SCIENCE
JOURNAL OF APPLIED POLYMER SCIENCE	POLYMER SCIENCE
JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS	POLYMER SCIENCE
JOURNAL OF BIOMATERIALS SCIENCE-POLYMER EDITION	POLYMER SCIENCE
JOURNAL OF CELLULAR PLASTICS	POLYMER SCIENCE
JOURNAL OF ELASTOMERS AND PLASTICS	POLYMER SCIENCE
JOURNAL OF FIBER SCIENCE AND TECHNOLOGY	POLYMER SCIENCE
JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS AND MATERIALS	POLYMER SCIENCE
JOURNAL OF MACROMOLECULAR SCIENCE PART A-PURE AND APPLIED CHEMISTRY	POLYMER SCIENCE
JOURNAL OF MACROMOLECULAR SCIENCE PART B-PHYSICS	POLYMER SCIENCE
JOURNAL OF MEMBRANE SCIENCE	POLYMER SCIENCE
JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY	POLYMER SCIENCE
JOURNAL OF POLYMER ENGINEERING	POLYMER SCIENCE
JOURNAL OF POLYMER MATERIALS	POLYMER SCIENCE
JOURNAL OF POLYMER RESEARCH	POLYMER SCIENCE
JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY	POLYMER SCIENCE
JOURNAL OF POLYMER SCIENCE PART B-POLYMER PHYSICS	POLYMER SCIENCE
JOURNAL OF POLYMERS AND THE ENVIRONMENT	POLYMER SCIENCE
JOURNAL OF REINFORCED PLASTICS AND COMPOSITES	POLYMER SCIENCE
JOURNAL OF RENEWABLE MATERIALS	POLYMER SCIENCE
JOURNAL OF RUBBER RESEARCH	POLYMER SCIENCE
JOURNAL OF VINYL & ADDITIVE TECHNOLOGY	POLYMER SCIENCE
KGK-KAUTSCHUK GUMMI KUNSTSTOFFE	POLYMER SCIENCE
KOBUNSHI RONBUNSHU	POLYMER SCIENCE
KOREA-AUSTRALIA RHEOLOGY JOURNAL	POLYMER SCIENCE
MACROMOLECULAR BIOSCIENCE	POLYMER SCIENCE
MACROMOLECULAR CHEMISTRY AND PHYSICS	POLYMER SCIENCE
MACROMOLECULAR MATERIALS AND ENGINEERING	POLYMER SCIENCE
MACROMOLECULAR RAPID COMMUNICATIONS	POLYMER SCIENCE
MACROMOLECULAR REACTION ENGINEERING	POLYMER SCIENCE
MACROMOLECULAR RESEARCH	POLYMER SCIENCE
MACROMOLECULAR THEORY AND SIMULATIONS	POLYMER SCIENCE
MACROMOLECULES	POLYMER SCIENCE
MECHANICS OF COMPOSITE MATERIALS	POLYMER SCIENCE
NIHON REOROJI GAKKAISHI	POLYMER SCIENCE
PLASMA PROCESSES AND POLYMERS	POLYMER SCIENCE
PLASTICS RUBBER AND COMPOSITES	POLYMER SCIENCE
POLIMEROS-CIENCIA E TECNOLOGIA	POLYMER SCIENCE
POLIMERY	POLYMER SCIENCE
POLYMER	POLYMER SCIENCE
POLYMER BULLETIN	POLYMER SCIENCE
POLYMER CHEMISTRY	POLYMER SCIENCE
POLYMER COMPOSITES	POLYMER SCIENCE
POLYMER DEGRADATION AND STABILITY	POLYMER SCIENCE
POLYMER ENGINEERING AND SCIENCE	POLYMER SCIENCE
POLYMER INTERNATIONAL	POLYMER SCIENCE
POLYMER JOURNAL	POLYMER SCIENCE
POLYMER REVIEWS	POLYMER SCIENCE
POLYMER SCIENCE SERIES A	POLYMER SCIENCE
POLYMER SCIENCE SERIES B	POLYMER SCIENCE
POLYMER SCIENCE SERIES C	POLYMER SCIENCE
POLYMER TESTING	POLYMER SCIENCE
POLYMER-KOREA	POLYMER SCIENCE
POLYMER-PLASTICS TECHNOLOGY AND ENGINEERING	POLYMER SCIENCE
POLYMERS	POLYMER SCIENCE
POLYMERS & POLYMER COMPOSITES	POLYMER SCIENCE
POLYMERS FOR ADVANCED TECHNOLOGIES	POLYMER SCIENCE
PROGRESS IN POLYMER SCIENCE	POLYMER SCIENCE
PROGRESS IN RUBBER PLASTICS AND RECYCLING TECHNOLOGY	POLYMER SCIENCE
REACTIVE & FUNCTIONAL POLYMERS	POLYMER SCIENCE
RUBBER CHEMISTRY AND TECHNOLOGY	POLYMER SCIENCE
SEN-I GAKKAISHI	POLYMER SCIENCE
SOFT MATTER	POLYMER SCIENCE
